4600	Vatiala	6822358	3339124	B	211
8171	Vällintie	6822941	3338749	B	211
8149	Sudenkorennontie	6822863	3338299	B	211
7017	Suupantori	6822103	3321207	B	604
6413	Harhalantie	6847015	3302158	E	980
3615	Näyttelijänkatu	6819159	3333355	B	837
3607	Lavastajanpolku	6818858	3333194	B	837
7015	Pirkkala	6822138	3321484	B	604
